city,housecode_complete,house,location,time,temp,rh,dewpt
Neiva,NE1-in,NE1,in,2019-12-14 8:00:00,24.35,85.98,21.88
Neiva,NE1-in,NE1,in,2019-12-14 12:00:00,25.40,85.56,22.84
Neiva,NE1-in,NE1,in,2019-12-14 16:00:00,26.86,80.17,23.18
Neiva,NE1-in,NE1,in,2019-12-14 20:00:00,25.40,85.95,22.91
Neiva,NE1-in,NE1,in,2019-12-15 0:00:00,24.50,85.89,22.02
Neiva,NE1-in,NE1,in,2019-12-15 4:00:00,24.04,88.03,21.97
Neiva,NE1-in,NE1,in,2019-12-15 8:00:00,24.38,88.57,22.39
Neiva,NE1-in,NE1,in,2019-12-15 12:00:00,25.99,85.98,23.50
Neiva,NE1-in,NE1,in,2019-12-15 16:00:00,26.92,83.64,23.94
Neiva,NE1-in,NE1,in,2019-12-15 20:00:00,25.87,86.75,23.52
Neiva,NE1-in,NE1,in,2019-12-16 0:00:00,25.18,85.87,22.67
Neiva,NE1-in,NE1,in,2019-12-16 4:00:00,24.35,86.21,21.93
Neiva,NE1-in,NE1,in,2019-12-16 8:00:00,24.63,86.46,22.25
Neiva,NE1-in,NE1,in,2019-12-16 12:00:00,27.93,75.65,23.25
Neiva,NE1-in,NE1,in,2019-12-16 16:00:00,29.26,75.75,24.56
Neiva,NE1-in,NE1,in,2019-12-16 20:00:00,27.30,82.17,24.02
Neiva,NE1-in,NE1,in,2019-12-17 0:00:00,25.91,81.41,22.51
Neiva,NE1-in,NE1,in,2019-12-17 4:00:00,25.12,84.69,22.38
Neiva,NE1-in,NE1,in,2019-12-17 8:00:00,25.25,84.23,22.43
Neiva,NE1-in,NE1,in,2019-12-17 12:00:00,28.35,71.32,22.69
Neiva,NE1-in,NE1,in,2019-12-17 16:00:00,29.87,67.40,23.20
Neiva,NE1-in,NE1,in,2019-12-17 20:00:00,27.23,78.19,23.13
Neiva,NE1-in,NE1,in,2019-12-18 0:00:00,25.73,79.39,21.92
Neiva,NE1-in,NE1,in,2019-12-18 4:00:00,24.74,80.55,21.19
Neiva,NE1-in,NE1,in,2019-12-18 8:00:00,24.85,83.37,21.86
Neiva,NE1-in,NE1,in,2019-12-18 12:00:00,27.83,76.26,23.29
Neiva,NE1-in,NE1,in,2019-12-18 16:00:00,29.04,71.27,23.34
Neiva,NE1-in,NE1,in,2019-12-18 20:00:00,27.12,80.00,23.40
Neiva,NE1-in,NE1,in,2019-12-19 0:00:00,26.26,81.44,22.86
Neiva,NE1-in,NE1,in,2019-12-19 4:00:00,25.40,82.63,22.26
Neiva,NE1-in,NE1,in,2019-12-19 8:00:00,25.78,84.45,22.99
Neiva,NE1-in,NE1,in,2019-12-19 12:00:00,28.12,73.27,22.91
Neiva,NE1-in,NE1,in,2019-12-19 16:00:00,28.42,76.55,23.93
Neiva,NE1-in,NE1,in,2019-12-19 20:00:00,26.94,82.55,23.74
Neiva,NE1-in,NE1,in,2019-12-20 0:00:00,26.06,81.77,22.73
Neiva,NE1-in,NE1,in,2019-12-20 4:00:00,25.15,81.72,21.83
Neiva,NE1-in,NE1,in,2019-12-20 8:00:00,24.90,87.29,22.67
Neiva,NE1-in,NE1,in,2019-12-20 12:00:00,27.98,76.52,23.49
Neiva,NE1-in,NE1,in,2019-12-20 16:00:00,28.00,76.07,23.42
Neiva,NE1-in,NE1,in,2019-12-20 20:00:00,26.53,80.71,22.97
Neiva,NE1-in,NE1,in,2019-12-21 0:00:00,25.52,84.32,22.71
Neiva,NE1-in,NE1,in,2019-12-21 4:00:00,24.74,84.25,21.93
Neiva,NE1-in,NE1,in,2019-12-21 8:00:00,24.53,86.84,22.22
Neiva,NE1-in,NE1,in,2019-12-21 12:00:00,27.46,76.81,23.06
Neiva,NE1-in,NE1,in,2019-12-21 16:00:00,28.30,72.81,22.98
Neiva,NE1-in,NE1,in,2019-12-21 20:00:00,26.55,79.85,22.82
Neiva,NE1-in,NE1,in,2019-12-22 0:00:00,25.54,80.60,21.99
Neiva,NE1-in,NE1,in,2019-12-22 4:00:00,25.00,80.91,21.52
Neiva,NE1-in,NE1,in,2019-12-22 8:00:00,25.01,81.59,21.67
Neiva,NE1-in,NE1,in,2019-12-22 12:00:00,28.28,70.16,22.35
Neiva,NE1-in,NE1,in,2019-12-22 16:00:00,29.54,64.97,22.29
Neiva,NE1-in,NE1,in,2019-12-22 20:00:00,27.47,75.95,22.88
Neiva,NE1-in,NE1,in,2019-12-23 0:00:00,26.61,78.90,22.67
Neiva,NE1-in,NE1,in,2019-12-23 4:00:00,25.58,80.91,22.08
Neiva,NE1-in,NE1,in,2019-12-23 8:00:00,25.50,83.72,22.57
Neiva,NE1-in,NE1,in,2019-12-23 12:00:00,28.39,75.46,23.66
Neiva,NE1-in,NE1,in,2019-12-23 16:00:00,29.44,72.71,24.05
Neiva,NE1-in,NE1,in,2019-12-23 20:00:00,27.71,78.07,23.57
Neiva,NE1-in,NE1,in,2019-12-24 0:00:00,26.62,81.57,23.23
Neiva,NE1-in,NE1,in,2019-12-24 4:00:00,25.80,81.71,22.46
Neiva,NE1-in,NE1,in,2019-12-24 8:00:00,26.04,82.11,22.78
Neiva,NE1-in,NE1,in,2019-12-24 12:00:00,29.72,64.18,22.25
Neiva,NE1-in,NE1,in,2019-12-24 16:00:00,30.35,63.93,22.78
Neiva,NE1-in,NE1,in,2019-12-24 20:00:00,28.86,65.18,21.69
Neiva,NE1-in,NE1,in,2019-12-25 0:00:00,27.83,69.11,21.67
Neiva,NE1-in,NE1,in,2019-12-25 4:00:00,26.70,75.89,22.12
Neiva,NE1-in,NE1,in,2019-12-25 8:00:00,26.40,79.70,22.64
Neiva,NE1-in,NE1,in,2019-12-25 12:00:00,28.79,69.35,22.65
Neiva,NE1-in,NE1,in,2019-12-25 16:00:00,29.56,68.78,23.24
Neiva,NE1-in,NE1,in,2019-12-25 20:00:00,27.67,76.99,23.29
Neiva,NE1-in,NE1,in,2019-12-26 0:00:00,26.66,76.68,22.25
Neiva,NE1-in,NE1,in,2019-12-26 4:00:00,25.56,79.91,21.86
Neiva,NE1-in,NE1,in,2019-12-26 8:00:00,25.22,81.62,21.88
Neiva,NE1-in,NE1,in,2019-12-26 12:00:00,29.33,64.98,22.09
Neiva,NE1-in,NE1,in,2019-12-26 16:00:00,30.91,61.41,22.64
Neiva,NE1-in,NE1,in,2019-12-26 20:00:00,28.89,72.45,23.46
Neiva,NE1-in,NE1,in,2019-12-27 0:00:00,27.25,73.52,22.13
Neiva,NE1-in,NE1,in,2019-12-27 4:00:00,25.92,76.42,21.48
Neiva,NE1-in,NE1,in,2019-12-27 8:00:00,25.75,80.17,22.10
Neiva,NE1-in,NE1,in,2019-12-27 12:00:00,27.31,74.63,22.44
Neiva,NE1-in,NE1,in,2019-12-27 16:00:00,28.02,70.48,22.18
Neiva,NE1-in,NE1,in,2019-12-27 20:00:00,26.53,78.48,22.51
Neiva,NE1-in,NE1,in,2019-12-28 0:00:00,25.48,76.76,21.13
Neiva,NE1-in,NE1,in,2019-12-28 4:00:00,24.35,79.34,20.57
Neiva,NE1-in,NE1,in,2019-12-28 8:00:00,24.08,80.78,20.59
Neiva,NE1-in,NE1,in,2019-12-28 12:00:00,27.73,68.60,21.45
Neiva,NE1-in,NE1,in,2019-12-28 16:00:00,29.23,70.98,23.45
Neiva,NE1-in,NE1,in,2019-12-28 20:00:00,27.43,78.12,23.31
Neiva,NE1-in,NE1,in,2019-12-29 0:00:00,25.97,76.53,21.55
Neiva,NE1-in,NE1,in,2019-12-29 4:00:00,24.68,78.60,20.73
Neiva,NE1-in,NE1,in,2019-12-29 8:00:00,24.74,80.96,21.28
Neiva,NE1-in,NE1,in,2019-12-29 12:00:00,28.20,71.69,22.63
Neiva,NE1-in,NE1,in,2019-12-29 16:00:00,30.16,64.52,22.75
Neiva,NE1-in,NE1,in,2019-12-29 20:00:00,28.12,72.71,22.78
Neiva,NE1-in,NE1,in,2019-12-30 0:00:00,27.35,76.43,22.86
Neiva,NE1-in,NE1,in,2019-12-30 4:00:00,25.92,82.09,22.66
Neiva,NE1-in,NE1,in,2019-12-30 8:00:00,25.38,86.37,22.97
Neiva,NE1-in,NE1,in,2019-12-30 12:00:00,28.49,74.01,23.44
Neiva,NE1-in,NE1,in,2019-12-30 16:00:00,30.10,71.07,24.31
Neiva,NE1-in,NE1,in,2019-12-30 20:00:00,28.55,72.10,23.06
Neiva,NE1-in,NE1,in,2019-12-31 0:00:00,26.91,75.30,22.19
Neiva,NE1-in,NE1,in,2019-12-31 4:00:00,26.10,77.68,21.92
Neiva,NE1-in,NE1,in,2019-12-31 8:00:00,25.50,83.61,22.55
Neiva,NE1-in,NE1,in,2019-12-31 12:00:00,27.72,76.19,23.17
Neiva,NE1-in,NE1,in,2019-12-31 16:00:00,28.86,67.51,22.27
Neiva,NE1-in,NE1,in,2019-12-31 20:00:00,27.34,72.26,21.93
Neiva,NE1-in,NE1,in,2020-01-01 0:00:00,26.50,76.96,22.16
Neiva,NE1-in,NE1,in,2020-01-01 4:00:00,25.53,81.36,22.13
Neiva,NE1-in,NE1,in,2020-01-01 8:00:00,25.95,82.83,22.84
Neiva,NE1-in,NE1,in,2020-01-01 12:00:00,28.55,74.35,23.56
Neiva,NE1-in,NE1,in,2020-01-01 16:00:00,29.85,69.44,23.67
Neiva,NE1-in,NE1,in,2020-01-01 20:00:00,28.04,74.64,23.14
Neiva,NE1-in,NE1,in,2020-01-02 0:00:00,27.07,76.37,22.58
Neiva,NE1-in,NE1,in,2020-01-02 4:00:00,26.04,81.48,22.65
Neiva,NE1-in,NE1,in,2020-01-02 8:00:00,26.15,82.72,23.00
Neiva,NE1-in,NE1,in,2020-01-02 12:00:00,28.93,71.87,23.37
Neiva,NE1-in,NE1,in,2020-01-02 16:00:00,30.57,67.31,23.85
Neiva,NE1-in,NE1,in,2020-01-02 20:00:00,28.24,74.70,23.34
Neiva,NE1-in,NE1,in,2020-01-03 0:00:00,27.09,79.88,23.34
Neiva,NE1-in,NE1,in,2020-01-03 4:00:00,25.98,79.77,22.25
Neiva,NE1-in,NE1,in,2020-01-03 8:00:00,25.67,84.91,22.97
Neiva,NE1-in,NE1,in,2020-01-03 12:00:00,28.56,71.95,23.03
Neiva,NE1-in,NE1,in,2020-01-03 16:00:00,29.97,65.29,22.77
Neiva,NE1-in,NE1,in,2020-01-03 20:00:00,28.03,75.92,23.42
Neiva,NE1-in,NE1,in,2020-01-04 0:00:00,26.63,77.09,22.31
Neiva,NE1-in,NE1,in,2020-01-04 4:00:00,25.65,81.77,22.33
Neiva,NE1-in,NE1,in,2020-01-04 8:00:00,25.28,85.60,22.72
Neiva,NE1-in,NE1,in,2020-01-04 12:00:00,28.50,66.73,21.74
Neiva,NE1-in,NE1,in,2020-01-04 16:00:00,29.96,63.60,22.33
Neiva,NE1-in,NE1,in,2020-01-04 20:00:00,27.73,75.00,22.92
Neiva,NE1-in,NE1,in,2020-01-05 0:00:00,26.32,77.10,22.01
Neiva,NE1-in,NE1,in,2020-01-05 4:00:00,25.65,80.33,22.04
Neiva,NE1-in,NE1,in,2020-01-05 8:00:00,25.50,82.99,22.43
Neiva,NE1-in,NE1,in,2020-01-05 12:00:00,29.70,61.24,21.46
Neiva,NE1-in,NE1,in,2020-01-05 16:00:00,31.08,48.51,18.96
Neiva,NE1-in,NE1,in,2020-01-05 20:00:00,28.74,64.62,21.44
Neiva,NE1-in,NE1,in,2020-01-06 0:00:00,27.74,64.52,20.47
Neiva,NE1-in,NE1,in,2020-01-06 4:00:00,26.65,69.77,20.70
Neiva,NE1-in,NE1,in,2020-01-06 8:00:00,25.88,75.44,21.23
Neiva,NE1-in,NE1,in,2020-01-06 12:00:00,29.09,61.59,20.98
Neiva,NE1-in,NE1,in,2020-01-06 16:00:00,30.74,52.36,19.88
Neiva,NE1-in,NE1,in,2020-01-06 20:00:00,28.10,65.14,20.96
Neiva,NE1-in,NE1,in,2020-01-07 0:00:00,26.83,68.86,20.66
Neiva,NE1-in,NE1,in,2020-01-07 4:00:00,25.74,74.18,20.82
Neiva,NE1-in,NE1,in,2020-01-07 8:00:00,25.45,78.71,21.50
Neiva,NE1-in,NE1,in,2020-01-07 12:00:00,29.35,59.24,20.59
Neiva,NE1-in,NE1,in,2020-01-07 16:00:00,30.72,53.59,20.24
Neiva,NE1-in,NE1,in,2020-01-07 20:00:00,28.52,65.94,21.55
Neiva,NE1-in,NE1,in,2020-01-08 0:00:00,26.40,71.14,20.78
Neiva,NE1-in,NE1,in,2020-01-08 4:00:00,25.22,73.55,20.18
Neiva,NE1-in,NE1,in,2020-01-08 8:00:00,24.99,79.09,21.14
Neiva,NE1-in,NE1,in,2020-01-08 12:00:00,28.76,62.50,20.91
Neiva,NE1-in,NE1,in,2020-01-08 16:00:00,30.68,55.87,20.88
Neiva,NE1-in,NE1,in,2020-01-08 20:00:00,28.50,68.17,22.09
Neiva,NE1-in,NE1,in,2020-01-09 0:00:00,26.18,70.76,20.47
Neiva,NE1-in,NE1,in,2020-01-09 4:00:00,24.59,71.28,19.07
Neiva,NE1-in,NE1,in,2020-01-09 8:00:00,24.11,75.94,19.62
Neiva,NE1-in,NE1,in,2020-01-09 12:00:00,28.47,58.97,19.70
Neiva,NE1-in,NE1,in,2020-01-09 16:00:00,30.02,55.12,20.05
Neiva,NE1-in,NE1,in,2020-01-09 20:00:00,27.68,65.86,20.74
Neiva,NE1-in,NE1,in,2020-01-10 0:00:00,25.47,67.62,19.06
Neiva,NE1-in,NE1,in,2020-01-10 4:00:00,23.61,69.26,17.67
Neiva,NE1-in,NE1,in,2020-01-10 8:00:00,22.65,76.09,18.24
Neiva,NE1-in,NE1,in,2020-01-10 12:00:00,28.45,52.39,17.78
Neiva,NE1-in,NE1,in,2020-01-10 16:00:00,30.83,46.90,18.20
Neiva,NE1-in,NE1,in,2020-01-10 20:00:00,27.88,52.82,17.39
Neiva,NE1-in,NE1,in,2020-01-11 0:00:00,25.43,58.96,16.84
Neiva,NE1-in,NE1,in,2020-01-11 4:00:00,23.61,57.03,14.62
Neiva,NE1-in,NE1,in,2020-01-11 8:00:00,24.34,66.04,17.62
Neiva,NE1-in,NE1,in,2020-01-11 12:00:00,29.54,49.37,17.84
Neiva,NE1-in,NE1,in,2020-01-11 16:00:00,30.47,48.39,18.37
Neiva,NE1-in,NE1,in,2020-01-11 20:00:00,28.40,58.14,19.40
Neiva,NE1-in,NE1,in,2020-01-12 0:00:00,27.07,64.81,19.90
Neiva,NE1-in,NE1,in,2020-01-12 4:00:00,26.41,66.51,19.70
Neiva,NE1-in,NE1,in,2020-01-12 8:00:00,26.22,71.57,20.70
Neiva,NE1-in,NE1,in,2020-01-12 12:00:00,29.16,58.16,20.12
Neiva,NE1-in,NE1,in,2020-01-12 16:00:00,30.96,52.76,20.21
Neiva,NE1-in,NE1,in,2020-01-12 20:00:00,29.20,50.59,17.92
Neiva,NE1-in,NE1,in,2020-01-13 0:00:00,27.50,64.29,20.17
Neiva,NE1-in,NE1,in,2020-01-13 4:00:00,26.07,65.32,19.08
Neiva,NE1-in,NE1,in,2020-01-13 8:00:00,25.72,71.14,20.12
Neiva,NE1-in,NE1,in,2020-01-13 12:00:00,30.61,45.88,17.65
Neiva,NE1-in,NE1,in,2020-01-13 16:00:00,32.58,40.57,17.47
Neiva,NE1-in,NE1,in,2020-01-13 20:00:00,30.11,47.16,17.63
Neiva,NE1-in,NE1,in,2020-01-14 0:00:00,28.00,58.34,19.08
Neiva,NE1-in,NE1,in,2020-01-14 4:00:00,26.25,62.36,18.51
Neiva,NE1-in,NE1,in,2020-01-14 8:00:00,25.42,68.58,19.24
Neiva,NE1-in,NE1,in,2020-01-14 12:00:00,30.44,49.27,18.62
Neiva,NE1-in,NE1,in,2020-01-14 16:00:00,31.59,47.81,19.20
Neiva,NE1-in,NE1,in,2020-01-14 20:00:00,28.72,54.86,18.76
Neiva,NE1-in,NE1,in,2020-01-15 0:00:00,26.75,62.97,19.13
Neiva,NE1-in,NE1,in,2020-01-15 4:00:00,25.59,63.01,18.05
Neiva,NE1-in,NE1,in,2020-01-15 8:00:00,25.22,70.04,19.39
Neiva,NE1-in,NE1,in,2020-01-15 12:00:00,30.24,49.77,18.61
Neiva,NE1-in,NE1,in,2020-01-15 16:00:00,31.95,42.72,17.72
Neiva,NE1-in,NE1,in,2020-01-15 20:00:00,29.20,55.94,19.53
Neiva,NE1-in,NE1,in,2020-01-16 0:00:00,27.13,61.29,19.06
Neiva,NE1-in,NE1,in,2020-01-16 4:00:00,26.54,64.93,19.43
Neiva,NE1-in,NE1,in,2020-01-16 8:00:00,26.13,68.02,19.79
Neiva,NE1-in,NE1,in,2020-01-16 12:00:00,29.47,56.45,19.92
Neiva,NE1-in,NE1,in,2020-01-16 16:00:00,30.56,51.89,19.58
Neiva,NE1-in,NE1,in,2020-01-16 20:00:00,28.61,58.75,19.77
Neiva,NE1-in,NE1,in,2020-01-17 0:00:00,27.14,63.17,19.56
Neiva,NE1-in,NE1,in,2020-01-17 4:00:00,26.40,66.29,19.63
Neiva,NE1-in,NE1,in,2020-01-17 8:00:00,26.54,66.72,19.87
Neiva,NE1-in,NE1,in,2020-01-17 12:00:00,29.36,57.13,20.02
Neiva,NE1-in,NE1,in,2020-01-17 16:00:00,30.96,54.78,20.82
Neiva,NE1-in,NE1,in,2020-01-17 20:00:00,28.88,58.68,20.00
Neiva,NE1-in,NE1,in,2020-01-18 0:00:00,27.88,64.44,20.58
Neiva,NE1-in,NE1,in,2020-01-18 4:00:00,27.47,61.11,19.34
Neiva,NE1-in,NE1,in,2020-01-18 8:00:00,27.51,60.57,19.22
Neiva,NE1-in,NE1,in,2020-01-18 12:00:00,30.63,49.07,18.74
Neiva,NE1-in,NE1,in,2020-01-18 16:00:00,31.92,46.80,19.15
Neiva,NE1-in,NE1,in,2020-01-18 20:00:00,29.67,57.54,20.42
Neiva,NE1-in,NE1,in,2020-01-19 0:00:00,28.93,56.52,19.44
Neiva,NE1-in,NE1,in,2020-01-19 4:00:00,28.04,58.88,19.27
Neiva,NE1-in,NE1,in,2020-01-19 8:00:00,27.94,64.93,20.75
Neiva,NE1-in,NE1,in,2020-01-19 12:00:00,29.21,59.49,20.53
Neiva,NE1-in,NE1,in,2020-01-19 16:00:00,29.39,60.43,20.96
Neiva,NE1-in,NE1,in,2020-01-19 20:00:00,27.74,66.30,20.91
Neiva,NE1-in,NE1,in,2020-01-20 0:00:00,27.20,68.67,20.96
Neiva,NE1-in,NE1,in,2020-01-20 4:00:00,26.92,64.00,19.55
Neiva,NE1-in,NE1,in,2020-01-20 8:00:00,27.06,65.21,19.99
Neiva,NE1-in,NE1,in,2020-01-20 12:00:00,29.85,56.86,20.39
Neiva,NE1-in,NE1,in,2020-01-20 16:00:00,31.51,51.63,20.36
Neiva,NE1-in,NE1,in,2020-01-20 20:00:00,29.27,63.93,21.76
Neiva,NE1-in,NE1,in,2020-01-21 0:00:00,28.01,66.64,21.25
Neiva,NE1-in,NE1,in,2020-01-21 4:00:00,27.06,72.35,21.68
Neiva,NE1-in,NE1,in,2020-01-21 8:00:00,26.30,76.68,21.90
Neiva,NE1-in,NE1,in,2020-01-21 12:00:00,27.83,72.77,22.52
Neiva,NE1-in,NE1,in,2020-01-21 16:00:00,28.73,67.90,22.24
Neiva,NE1-in,NE1,in,2020-01-21 20:00:00,27.52,74.72,22.65
Neiva,NE1-in,NE1,in,2020-01-22 0:00:00,26.36,73.69,21.31
Neiva,NE1-in,NE1,in,2020-01-22 4:00:00,25.98,81.05,22.51
Neiva,NE1-in,NE1,in,2020-01-22 8:00:00,25.63,84.07,22.77
Neiva,NE1-in,NE1,in,2020-01-22 12:00:00,26.42,79.42,22.60
Neiva,NE1-in,NE1,in,2020-01-22 16:00:00,28.04,72.85,22.74
Neiva,NE1-in,NE1,in,2020-01-22 20:00:00,26.62,76.30,22.13
Neiva,NE1-in,NE1,in,2020-01-23 0:00:00,25.94,78.34,21.91
Neiva,NE1-in,NE1,in,2020-01-23 4:00:00,25.34,81.39,21.95
Neiva,NE1-in,NE1,in,2020-01-23 8:00:00,25.20,82.74,22.08
Neiva,NE1-in,NE1,in,2020-01-23 12:00:00,29.36,63.22,21.67
Neiva,NE1-in,NE1,in,2020-01-23 16:00:00,30.89,53.26,20.29
Neiva,NE1-in,NE1,in,2020-01-23 20:00:00,29.46,63.76,21.90
Neiva,NE1-in,NE1,in,2020-01-24 0:00:00,28.32,66.58,21.53
Neiva,NE1-in,NE1,in,2020-01-24 4:00:00,27.42,72.30,22.02
Neiva,NE1-in,NE1,in,2020-01-24 8:00:00,26.92,75.83,22.32
Neiva,NE1-in,NE1,in,2020-01-24 12:00:00,29.19,64.83,21.92
Neiva,NE1-in,NE1,in,2020-01-24 16:00:00,30.46,60.15,21.88
Neiva,NE1-in,NE1,in,2020-01-24 20:00:00,28.78,65.39,21.67
Neiva,NE1-in,NE1,in,2020-01-25 0:00:00,27.55,72.24,22.13
Neiva,NE1-in,NE1,in,2020-01-25 4:00:00,26.61,75.19,21.88
Neiva,NE1-in,NE1,in,2020-01-25 8:00:00,26.15,78.04,22.04
Neiva,NE1-in,NE1,in,2020-01-25 12:00:00,28.53,68.10,22.09
Neiva,NE1-in,NE1,in,2020-01-25 16:00:00,29.91,61.93,21.84
Neiva,NE1-in,NE1,in,2020-01-25 20:00:00,28.63,69.65,22.57
Neiva,NE1-in,NE1,in,2020-01-26 0:00:00,27.31,73.45,22.17
Neiva,NE1-in,NE1,in,2020-01-26 4:00:00,26.15,81.40,22.74
Neiva,NE1-in,NE1,in,2020-01-26 8:00:00,25.83,84.07,22.97
Neiva,NE1-in,NE1,in,2020-01-26 12:00:00,28.60,72.43,23.18
Neiva,NE1-in,NE1,in,2020-01-26 16:00:00,30.74,59.90,22.07
Neiva,NE1-in,NE1,in,2020-01-26 20:00:00,28.92,69.98,22.92
Neiva,NE1-in,NE1,in,2020-01-27 0:00:00,27.49,72.21,22.06
Neiva,NE1-in,NE1,in,2020-01-27 4:00:00,26.53,76.56,22.10
Neiva,NE1-in,NE1,in,2020-01-27 8:00:00,26.25,77.06,21.94
Neiva,NE1-in,NE1,in,2020-01-27 12:00:00,29.74,63.64,22.13
Neiva,NE1-in,NE1,in,2020-01-27 16:00:00,31.20,56.46,21.53
Neiva,NE1-in,NE1,in,2020-01-27 20:00:00,29.42,68.09,22.94
Neiva,NE1-in,NE1,in,2020-01-28 0:00:00,27.21,75.94,22.62
Neiva,NE1-in,NE1,in,2020-01-28 4:00:00,26.42,75.63,21.80
Neiva,NE1-in,NE1,in,2020-01-28 8:00:00,26.23,77.57,22.03
Neiva,NE1-in,NE1,in,2020-01-28 12:00:00,30.59,58.87,21.65
Neiva,NE1-in,NE1,in,2020-01-28 16:00:00,31.86,50.82,20.43
Neiva,NE1-in,NE1,in,2020-01-28 20:00:00,30.18,62.62,22.28
Neiva,NE1-in,NE1,in,2020-01-29 0:00:00,28.34,64.24,20.96
Neiva,NE1-in,NE1,in,2020-01-29 4:00:00,27.15,72.92,21.90
Neiva,NE1-in,NE1,in,2020-01-29 8:00:00,26.09,76.56,21.67
Neiva,NE1-in,NE1,in,2020-01-29 12:00:00,30.30,59.05,21.43
Neiva,NE1-in,NE1,in,2020-01-29 16:00:00,31.63,50.23,20.03
Neiva,NE1-in,NE1,in,2020-01-29 20:00:00,29.94,61.01,21.63
Neiva,NE1-in,NE1,in,2020-01-30 0:00:00,28.52,62.84,20.77
Neiva,NE1-in,NE1,in,2020-01-30 4:00:00,26.42,77.88,22.28
Neiva,NE1-in,NE1,in,2020-01-30 8:00:00,26.07,79.69,22.31
Neiva,NE1-in,NE1,in,2020-01-30 12:00:00,28.87,66.48,22.02
Neiva,NE1-in,NE1,in,2020-01-30 16:00:00,31.42,59.01,22.47
Neiva,NE1-in,NE1,in,2020-01-30 20:00:00,29.59,66.70,22.76
Neiva,NE1-in,NE1,in,2020-01-31 0:00:00,27.76,66.58,21.00
Neiva,NE1-in,NE1,in,2020-01-31 4:00:00,26.09,67.89,19.72
Neiva,NE1-in,NE1,in,2020-01-31 8:00:00,24.92,74.68,20.14
Neiva,NE1-in,NE1,in,2020-01-31 12:00:00,28.94,58.57,20.03
Neiva,NE1-in,NE1,in,2020-01-31 16:00:00,29.62,60.97,21.31
Neiva,NE1-in,NE1,in,2020-01-31 20:00:00,28.20,63.93,20.75
Neiva,NE1-in,NE1,in,2020-02-01 0:00:00,26.75,66.58,20.03
Neiva,NE1-in,NE1,in,2020-02-01 4:00:00,25.97,72.05,20.57
Neiva,NE1-in,NE1,in,2020-02-01 8:00:00,25.67,73.71,20.65
Neiva,NE1-in,NE1,in,2020-02-01 12:00:00,28.63,65.62,21.59
Neiva,NE1-in,NE1,in,2020-02-01 16:00:00,30.81,53.57,20.32
Neiva,NE1-in,NE1,in,2020-02-01 20:00:00,28.95,64.79,21.68
Neiva,NE1-in,NE1,in,2020-02-02 0:00:00,27.64,67.15,21.02
Neiva,NE1-in,NE1,in,2020-02-02 4:00:00,26.28,67.48,19.81
Neiva,NE1-in,NE1,in,2020-02-02 8:00:00,25.61,74.33,20.73
Neiva,NE1-in,NE1,in,2020-02-02 12:00:00,29.17,56.83,19.75
Neiva,NE1-in,NE1,in,2020-02-02 16:00:00,31.87,52.46,20.96
Neiva,NE1-in,NE1,in,2020-02-02 20:00:00,29.87,62.46,21.94
Neiva,NE1-in,NE1,in,2020-02-03 0:00:00,28.44,68.25,22.05
Neiva,NE1-in,NE1,in,2020-02-03 4:00:00,27.79,69.54,21.73
Neiva,NE1-in,NE1,in,2020-02-03 8:00:00,26.99,73.16,21.80
Neiva,NE1-in,NE1,in,2020-02-03 12:00:00,29.28,63.66,21.70
Neiva,NE1-in,NE1,in,2020-02-03 16:00:00,32.04,51.52,20.82
Neiva,NE1-in,NE1,in,2020-02-03 20:00:00,30.01,62.00,21.95
Neiva,NE1-in,NE1,in,2020-02-04 0:00:00,27.64,63.68,20.15
Neiva,NE1-in,NE1,in,2020-02-04 4:00:00,25.86,65.24,18.86
Neiva,NE1-in,NE1,in,2020-02-04 8:00:00,24.75,69.93,18.92
Neiva,NE1-in,NE1,in,2020-02-04 12:00:00,28.93,52.12,18.15
Neiva,NE1-in,NE1,in,2020-02-04 16:00:00,32.41,40.13,17.14
Neiva,NE1-in,NE1,in,2020-02-04 20:00:00,30.19,53.00,19.57
Neiva,NE1-in,NE1,in,2020-02-05 0:00:00,27.74,59.50,19.16
Neiva,NE1-in,NE1,in,2020-02-05 4:00:00,26.07,64.98,19.00
Neiva,NE1-in,NE1,in,2020-02-05 8:00:00,24.79,66.86,18.24
Neiva,NE1-in,NE1,in,2020-02-05 12:00:00,28.76,51.62,17.83
Neiva,NE1-in,NE1,in,2020-02-05 16:00:00,32.53,37.78,16.30
Neiva,NE1-in,NE1,in,2020-02-05 20:00:00,30.05,46.82,17.46
Neiva,NE1-in,NE1,in,2020-02-06 0:00:00,27.91,52.54,17.33
Neiva,NE1-in,NE1,in,2020-02-06 4:00:00,25.74,57.61,16.77
Neiva,NE1-in,NE1,in,2020-02-06 8:00:00,24.44,63.67,17.13
Neiva,NE1-in,NE1,in,2020-02-06 12:00:00,28.77,47.51,16.53
Neiva,NE1-in,NE1,in,2020-02-06 16:00:00,32.45,30.58,12.95
Neiva,NE1-in,NE1,in,2020-02-06 20:00:00,29.44,49.72,17.86
Neiva,NE1-in,NE1,in,2020-02-07 0:00:00,27.45,55.41,17.75
Neiva,NE1-in,NE1,in,2020-02-07 4:00:00,25.78,59.58,17.34
Neiva,NE1-in,NE1,in,2020-02-07 8:00:00,24.59,64.38,17.44
Neiva,NE1-in,NE1,in,2020-02-07 12:00:00,28.80,50.49,17.52
